timestamp_sec,icX_left,icY_left,icZ_left,igX_left,igY_left,igZ_left,icX_right,icY_right,icZ_right,igX_right,igY_right,igZ_right,stimulus_order_from_viewers,reference_fixation_id
-0.0162963,-43.99045971066232,-211.30949746148704,-955.0347146152508,-0.0392614974162119,0.0208970486143573,-0.9990104344699536,14.074266949551657,-213.307884996657,-951.8361474185248,0.0087534332372533,0.0227424425830948,-0.99970303526193,,
-0.0080485,-43.98767102963684,-211.31476204926,-955.0478098192532,-0.0398062523189153,0.0214284982710196,-0.9989776182368508,14.082035532379418,-213.31927945739227,-951.870934180732,0.0064985794718667,0.021832094318219,-0.9997405303990272,,
0.0005774,-43.98688104049282,-211.3098601526664,-955.0346796779096,-0.0396230624858452,0.0216209790851574,-0.99898075365977,13.656906936222942,-215.358371315522,-952.1809149821288,0.0081344418444279,0.0212342919624857,-0.9997414344222868,,
0.0087064,-43.98687831116462,-211.30783117938105,-955.037390354902,-0.0394869517598666,0.0212429964231038,-0.9989942521074292,13.661515361184907,-215.36474427728692,-952.2012942917924,0.0060890416122296,0.019279389334416,-0.9997955934685532,,
0.0171822,-43.16334327236845,-204.76354772040133,-957.639918501542,-0.0377935778236574,0.0280741390957585,-0.998891129297542,13.665478832303576,-215.36381363025475,-952.1963622127638,0.0057746407430096,0.020080270005951,-0.999781694311702,,
0.0253261,-43.16242084795808,-204.76100191553655,-957.6377190569232,-0.0379023731860431,0.0284364179925989,-0.9988767592844554,13.66638132750554,-215.3606678611167,-952.2025820397636,0.0053762472855596,0.0190798802410598,-0.9998035077629562,,
0.0337047,-43.16075016930178,-204.75708733884025,-957.6384250510902,-0.0369522188477559,0.0277154433803526,-0.9989326242146952,14.735642697592638,-216.94340835874357,-950.5870674128014,0.00764959827481,0.0183072777543902,-0.9998031442376332,,
0.0419643,-43.157681803693,-204.75491396075944,-957.6203529370164,-0.0389686767342701,0.0280323414163522,-0.9988471505031672,14.740961540276231,-216.94081781331528,-950.5794660979892,0.0085629135419481,0.0188054244568189,-0.9997864934688164,,
0.0503342,-44.42683620636902,-205.11436337754836,-957.369542110764,-0.0386905363407871,0.0281755155258833,-0.9988539346283384,14.738825809241083,-216.93666921709408,-950.5648985077776,0.0080272966452819,0.0193398075271575,-0.9997807431399052,,
0.0587046,-44.42848581735381,-205.11878898509727,-957.378340461554,-0.039206580874098,0.0289062420899224,-0.9988129320270144,14.740332605064063,-216.9417115644521,-950.5687429087134,0.0082188113416631,0.018412204581956,-0.99979670026589,,
0.0669554,-44.42743190899655,-205.11264310946925,-957.363624736422,-0.0395614953600257,0.0281727526358231,-0.9988198957238484,13.748227562636211,-215.4853692690927,-951.319905452266,0.0047447163224198,0.0201917285522026,-0.9997848677416028,,
0.0753271,-44.43127812292072,-205.12244917396183,-957.380922835493,-0.0379877571009328,0.0287488029534016,-0.9988645737231784,13.74868532021732,-215.48050558937533,-951.3182382675952,0.0065345951811556,0.020416088660098,-0.9997702147942004,,
0.0837069,-43.55429075571776,-207.38738532796765,-956.8568608704752,-0.0378897512640838,0.0254255129743153,-0.9989584125673796,13.74713947051302,-215.47859228392213,-951.3302147309788,0.006602384695139,0.0182021183787259,-0.9998125281285808,,
0.091955,-43.55314141893495,-207.38093938206157,-956.8406768122712,-0.0377909054612421,0.0252723396762727,-0.9989660436229584,13.747721432630197,-215.4742045565689,-951.318678519938,0.0066663646030335,0.01909932440391,-0.9997953667577648,,
0.1003355,-43.55307527483816,-207.3816972544537,-956.8435455701924,-0.0369952141561948,0.0254159252904968,-0.9989921845896318,13.743729128948662,-214.91583372654011,-951.266000974447,0.0069219967732711,0.019284970403398,-0.9997900659024428,,
0.1087033,-43.55512858381232,-207.3771191445645,-956.8352959834892,-0.0374353619573542,0.0252843196287607,-0.9989791273375196,13.744759625805148,-214.9119231308524,-951.2600129015896,0.0061369815076693,0.0199100602874277,-0.999782939921124,,
0.1169631,-43.55453842028585,-207.39012125057496,-956.8617892398144,-0.0385462246866322,0.0248329044089457,-0.9989482045737024,13.73890800365496,-214.9234476766369,-951.279610188319,0.0080163309491081,0.0199954282439952,-0.9997679337163468,,
0.1253263,-42.89531008833263,-206.95533666662456,-957.2580929773286,-0.0380420308537686,0.0263352719486741,-0.9989290552085818,13.73777985718407,-214.907569905778,-951.2498568363774,0.0082096706793196,0.0207480024240261,-0.9997510298583092,,
0.1337109,-42.89986002327612,-206.96020436428427,-957.2703969491976,-0.0360953679736678,0.0267573913248145,-0.9989900732341316,13.864679698536062,-214.9303865322803,-951.0268961282934,0.0069005540938657,0.0190292592969927,-0.9997951138327318,,
0.1419555,-42.89726775384116,-206.9597583147063,-957.2676492517882,-0.0383883571103494,0.0262085055277252,-0.9989191400090256,13.865387166917133,-214.92784991786024,-951.0228712301868,0.0075158429854012,0.0204593716896259,-0.9997624348885512,,
0.150424,-42.89831363670095,-206.95063137872663,-957.252586398064,-0.0367241018991501,0.0264225758320841,-0.998976069696416,13.863464085657451,-214.9321835959815,-951.028414800424,0.0071843220267761,0.0197593112561476,-0.9997789531369912,,
0.1587302,-44.74305881957582,-208.9874718636176,-956.2803730249116,-0.0396851449926475,0.024632501806705,-0.9989085689499588,13.862560370800356,-214.91823104485735,-951.0111539061804,0.0089236812714387,0.0179365260549844,-0.9997993043334472,,
0.1669561,-44.74331116520989,-208.98714693307312,-956.2881706687556,-0.0377959804450799,0.0244427173212594,-0.9989864951200028,14.81318077925582,-219.28378400797564,-950.0615340804384,0.0067830211145997,0.016534737538332,-0.999840283784914,,
0.1753266,-44.73962995999688,-208.9823579890018,-956.2808913874488,-0.0387800624046015,0.0223752891004127,-0.9989972238187492,14.81254112777943,-219.27791308182805,-950.0585033621056,0.0074426010668445,0.0150692781022883,-0.9998587522979612,,
0.1837338,-44.739426662121545,-208.98467206160944,-956.2928359836956,-0.0389883541475314,0.0238470610596875,-0.9989550670173718,14.813249465977744,-219.27253080358687,-950.0531997362456,0.0071737368285723,0.0159819513977873,-0.9998465455905886,,
0.191955,-45.97702494040901,-212.90905992820493,-954.6432553668744,-0.0391242255894685,0.0204875428853764,-0.9990243017857696,14.814218256221892,-219.2706038580473,-950.0459995391584,0.0082056585875654,0.0152973468637521,-0.9998493178204776,,
0.2003669,-45.9762666673888,-212.90862782318845,-954.643961682546,-0.038619988582418,0.0206141511289597,-0.9990413170911032,14.733161032116474,-215.8765820174152,-951.8355125142956,0.0066671571318791,0.0216971598737088,-0.9997423579448824,,
0.2087044,-45.970797183955824,-212.89848072258,-954.6297962763196,-0.0420411418630558,0.0185571181707623,-0.9989435298133958,14.7311647245414,-215.87187447649228,-951.8284708860008,0.0079621594732763,0.0215330705525367,-0.9997364307101656,,
0.2169842,-45.97534974752618,-212.89738957435924,-954.62481414172,-0.0396751914381939,0.0208609101827546,-0.9989948456376986,14.731451704028682,-215.8732239370209,-951.8346434834972,0.0070083987515488,0.0208887076007816,-0.99975724265529,,
0.2253303,-46.77029114830587,-211.9782988913261,-955.0106394104504,-0.0402022182070934,0.019838081232336,-0.99899461068829,14.73551561266747,-215.87398005767415,-951.8477172485896,0.0058226601644282,0.0197062769441835,-0.9997888573481944,,
0.2337111,-46.7669099328016,-211.98061881248088,-955.0189742693518,-0.041806062426442,0.0216480247663335,-0.9988911933579716,14.804134394840286,-213.12212107862808,-952.5642217101324,0.0074960167977105,0.0221625840224926,-0.9997262773387596,,
0.2419498,-46.76462946615191,-211.9710315379297,-954.99929428609,-0.0435107844541746,0.021690921963115,-0.998817458568167,14.80469187373264,-213.12574420926384,-952.5591235254744,0.0073515339323126,0.0243219888290818,-0.9996771457866986,,
0.2503434,-46.77002009809807,-211.97401617882045,-955.0111490548989,-0.04128403292757,0.0214684414370434,-0.9989167806416605,14.801656559224991,-213.12354180379572,-952.5573462046611,0.0070956203853734,0.0239824951391777,-0.9996871971263042,,
0.2587278,-46.7701337704128,-211.97153711184444,-955.0066942641944,-0.0415172663720387,0.0209766058603336,-0.998917563465361,14.79898440330431,-213.12166091767236,-952.5601349031414,0.0075766957022793,0.0227850891717381,-0.9997116751312206,,
0.2669529,-42.41361519186467,-212.51138069870944,-955.5835667161008,-0.0374739034788381,0.0218100049814887,-0.9990595729188356,16.32661570156372,-217.36010440282308,-951.5067055969268,0.0102737710093379,0.0200348794236467,-0.9997464944853408,,
0.2753251,-42.41793503684598,-212.5196908693869,-955.59494335392,-0.03544741155263,0.0215816203923159,-0.9991384862347464,16.322323569623148,-217.3627829039204,-951.5273010699366,0.0092334264666176,0.0197622034565261,-0.999762071270074,,
0.2837039,-42.416752894231536,-212.5204416206208,-955.6127338496422,-0.0368310595237766,0.0204336018250982,-0.9991125767253706,16.32419609427886,-217.36265853525023,-951.5318159086085,0.0087121719567232,0.0201094932302118,-0.9997598243287336,,
0.2919678,-42.41340443856987,-212.51794568566845,-955.6047565170558,-0.0357791505189628,0.0229354358184547,-0.9990965009306954,16.32431323490966,-217.35800114415483,-951.523339537522,0.0088275284348933,0.0186953322900574,-0.9997862568030704,,
0.3003654,-47.15648305833199,-213.29177962387945,-954.6809468239004,-0.0407308934049115,0.0215605290798775,-0.998937504505779,14.823154296247552,-215.81599498480176,-951.8238064971628,0.0058661752853322,0.0211516454435743,-0.999759068917382,,
0.3087043,-47.15393898152916,-213.29384174542616,-954.6855128363684,-0.0425205599792444,0.0214091439339752,-0.9988661824964672,14.822946482836414,-215.82104029251008,-951.8391210983082,0.0068837862339328,0.0208285389191435,-0.9997593637738932,,
0.3169558,-47.15514574649903,-213.2948700966262,-954.6818448072838,-0.0409289995012963,0.0218933427538801,-0.9989221684109748,14.820647435112676,-215.8178019814048,-951.8302999675238,0.0072775060633876,0.0199941638938566,-0.9997736100316326,,
0.3253292,-47.15564549297342,-213.2925019412435,-954.684174755156,-0.040372689479743,0.0205232207472199,-0.9989738952316684,14.820935974318168,-215.8232005613315,-951.8403225247488,0.0074623467881543,0.0200619172985237,-0.999770890181706,,
0.3337024,-47.619721507895306,-213.9253739467973,-954.6559572124976,-0.0419109724425314,0.0184669897869261,-0.9989506697916224,13.659512199736824,-215.01073659048225,-951.71080640303,0.0052592222135901,0.0233538650389182,-0.999713427722891,,
0.341952,-47.619030161948935,-213.92465909365325,-954.6557796033776,-0.0421211039368456,0.019339711644512,-0.9989253166061254,13.661791499640824,-215.01249200573733,-951.7102997563268,0.0042228427752074,0.0227401472953221,-0.999732490869374,,
0.3503272,-47.61788294165999,-213.92380738385413,-954.6523975829246,-0.041921443477394,0.0186680138757341,-0.9989464939798862,13.660446893839897,-215.011749596992,-951.7102271754678,0.0053800628851358,0.0234873099801993,-0.9997096584475144,,
0.3587055,-47.61788868331291,-213.93093891429316,-954.6648972825514,-0.0413256714010312,0.0207433478453719,-0.9989303791573364,13.659123279649222,-215.0103394241608,-951.707378715329,0.0074759480418057,0.0217265221872851,-0.9997359993690944,,
0.3669711,-48.39198805910275,-213.30693986785,-954.8294150686786,-0.041626978948934,0.0206912121631879,-0.9989189498466844,15.219710538880657,-216.6994736420295,-951.5015367090124,0.0064881947511396,0.0207041460485207,-0.999764593124438,,
0.375324,-48.3890688743866,-213.30640173224583,-954.8224704171438,-0.0433561529476122,0.0214560275246375,-0.9988292561216082,15.218638403266738,-216.70120058371984,-951.4983353853528,0.0072670225529141,0.0193470743282271,-0.999786417740386,,
0.3837085,-48.39198379745861,-213.3115295544069,-954.8308423042524,-0.0426877033773933,0.0210746350259623,-0.9988661670808988,15.219791698460265,-216.6999775616828,-951.5041751838548,0.0062001473057272,0.0204642201465003,-0.9997713607956484,,
0.3919528,-48.393918258103255,-213.3111457976377,-954.830762856464,-0.0426667022405657,0.0216645165763852,-0.9988544444719794,15.216584974597613,-216.7052257878668,-951.5134679548356,0.0056325134634518,0.0199278064213103,-0.9997855556684738,,
0.4003243,-48.394194585826696,-213.3177295887378,-954.8437090144612,-0.0422226982777056,0.0213621110793986,-0.9988798245837088,15.978303220591446,-218.93692640630707,-950.3073785384536,0.0090615765352451,0.017229359124766,-0.9998105005524024,,
0.4087011,-47.16928105858882,-211.02642443016663,-955.762703957032,-0.0408668187536596,0.0234674752611065,-0.998888973174609,15.982195838222715,-218.93453797369503,-950.2997577127272,0.0076037356352676,0.0178058058242288,-0.9998125506730442,,
0.4169537,-47.168531482410096,-211.0272420739804,-955.7594757344032,-0.0403813666829056,0.0219894158205653,-0.9989423460924512,15.97776592394315,-218.93312054358375,-950.2871417734668,0.0080532982216979,0.0181401931956179,-0.999803019488628,,
0.4253276,-47.16935554745696,-211.02462971606832,-955.75220584137,-0.0392790252686594,0.0226307837610181,-0.99897197448192,15.97598786186009,-218.9393191897211,-950.3024924650924,0.009951601303061,0.0171749599206968,-0.9998029737819484,,
0.4337569,-47.16741331960869,-211.0211918110033,-955.7458294429584,-0.0410095133742711,0.0204469241924035,-0.99894951979761,16.973635247583637,-219.85344552618875,-950.2594599000786,0.0100049775018246,0.0170919094821799,-0.9998038642931124,,
0.441973,-45.71408538638956,-211.44168621019008,-955.5544371852376,-0.038950833774882,0.021585475768674,-0.9990079578181956,16.97485422929859,-219.8571720484647,-950.2656473204414,0.0097514803933966,0.016638954892383,-0.9998140096089004,,
0.4503697,-45.71174265451694,-211.43780701882025,-955.5473451387044,-0.0390840380804369,0.0217167507863888,-0.998999910261562,16.97515274538167,-219.86176957563305,-950.2705256617172,0.0099946024558637,0.0175272318397798,-0.9997964313127864,,
0.4587024,-45.71238405735656,-211.4465297995551,-955.5577930898406,-0.0393616884036754,0.0225718619950352,-0.9989700538715308,16.975342461049326,-219.85859970946865,-950.2692037868756,0.0110575135910388,0.0167303260133356,-0.9997988935704376,,
0.4669523,-45.71198230773308,-211.45267333348716,-955.5641082561472,-0.038965600965889,0.0217881654451863,-0.9990029818713756,14.783420264219425,-216.6323440448961,-951.0218485494134,0.0085624228879195,0.0192146158370785,-0.999778717243232,,
0.4753282,-43.81945042111231,-212.3910290060178,-955.3323939818412,-0.038123666793974,0.0177605398629831,-0.9991151831765732,14.78310488335439,-216.633418490232,-951.014234663636,0.0083979916649298,0.0182901529569016,-0.9997974515074584,,
0.483702,-43.81887899689478,-212.39862626145856,-955.3413608233466,-0.0394218024925459,0.0213211865097467,-0.9989951593947066,14.784745086086724,-216.64086880075317,-951.0277785291654,0.0072483943970081,0.0198980872915695,-0.9997757383037472,,
