timestamp_sec,icX_left,icY_left,icZ_left,igX_left,igY_left,igZ_left,icX_right,icY_right,icZ_right,igX_right,igY_right,igZ_right,stimulus_order_from_viewers,reference_fixation_id
-0.0236827,-60.560250811707306,-224.0817168308072,-811.6846001621689,-0.0457234548342074,0.0224241834705408,-0.9987024189785982,-6.64923490921734,-229.9120933217233,-808.9073775750546,-0.0072890288510719,0.0054994782267211,-0.9999583120298776,,
-0.0153102,-60.55748498741267,-224.08263488886317,-811.6909070814127,-0.0451141350830659,0.0219475742712455,-0.9987407165021938,-6.650000537328326,-229.91199901707108,-808.9071683806077,-0.0048374116106385,0.0062690081474816,-0.9999686490014356,,
-0.0068923,-60.86303242781629,-224.24880277425177,-811.4762430629198,-0.0476483192827563,0.0214242033310818,-0.998634388142706,-5.6817292592263176,-230.1198927707433,-808.4477404459582,-0.0055891365252591,0.0050978778798314,-0.9999713861876371,,
0.0013197,-60.86613783378273,-224.2439121480365,-811.471802382279,-0.0460814657902095,0.02244411096038,-0.9986855162631644,-5.683632537961367,-230.12179100953375,-808.4533312733483,-0.0059360909962931,0.005555701203652,-0.999966947957691,,
0.009703,-60.86424830092212,-224.25039959962336,-811.478939270567,-0.0474974476543393,0.0209072525195083,-0.9986525317939208,-5.68586159401489,-230.10862283752832,-808.4408031262232,-0.0031750122575016,0.0035981380029013,-0.9999884862837556,,
0.0181181,-60.86447051135215,-224.24412105929207,-811.4714774336014,-0.0468890545549681,0.0220723957012241,-0.9986562100697864,-5.684785954638508,-230.1211179729324,-808.4553395199149,-0.0054786481453442,0.0053611019588077,-0.9999706210685828,,
0.0263283,-61.028967870121576,-226.08337706134944,-810.4610707413444,-0.0461889019722592,0.0189419215218308,-0.998753117113362,-6.436972333563517,-228.88249025751915,-809.15711953271,-0.0056458469997061,0.0074512121372722,-0.999956300969868,,
0.0347286,-61.02705499533525,-226.08721234956752,-810.4604152849134,-0.0481336374744452,0.0197886351357615,-0.9986448632336432,-6.439839649292658,-228.88333095120052,-809.171060917712,-0.0052705912260071,0.0052025492588152,-0.9999725767986528,,
0.0431045,-61.03167395263117,-226.08606958621056,-810.4573617871066,-0.0463473746299591,0.0197777486072377,-0.998729573771068,-6.439643780366215,-228.8852164318719,-809.1812716616441,-0.0040150687920499,0.0074182850152783,-0.99996442350217,,
0.0513144,-61.03048142343993,-226.07951906672528,-810.4511166585366,-0.0475223235066492,0.0198611178199034,-0.998672701523113,-6.4425751503315,-228.88853782684964,-809.1876861608989,-0.0058920243311041,0.0056743979862944,-0.999966542068671,,
0.0596933,-62.99533688111179,-227.1137409088476,-809.8994218320795,-0.048376742936803,0.0179378913619849,-0.9986680743852344,-7.379850781309475,-227.6178931696504,-809.5374382849936,-0.0056737800901559,0.0046036280548918,-0.9999733070578538,,
0.0680678,-62.99481694463383,-227.11095350679884,-809.8977755983758,-0.049420719247828,0.0169292007970831,-0.9986345651285052,-7.379176554466888,-227.6241876635,-809.547350237957,-0.0040153869698844,0.0065415079811746,-0.9999705422365271,,
0.0763208,-63.0009175454169,-227.1203938550396,-809.9069296643058,-0.0484486727199209,0.0203009005923004,-0.9986193466716028,-7.379643395600517,-227.6265230567433,-809.5602451075506,-0.0055234609675861,0.006121357051183,-0.9999660096057222,,
0.0846915,-62.999968258012174,-227.1214969963621,-809.9159963582446,-0.0489374020863782,0.0171088598851389,-0.9986553046924982,-7.383715882128108,-227.6203940657966,-809.557331836242,-0.005609414262056,0.0076928454476214,-0.9999546762731578,,
0.0930681,-63.94788483450319,-227.08047821100348,-809.8497363148931,-0.0512092298358091,0.0181859840008275,-0.9985223506589848,-7.302248499378695,-226.6034193982497,-810.3410672312352,-0.0050238622518045,0.008182864276762,-0.9999538997075328,,
0.1013143,-63.90082949572533,-227.09349354102665,-809.8910202116904,-0.0540933077655758,0.0207010926155619,-0.9983212803599352,-7.259204489087807,-226.6062373154145,-810.3408994325086,-0.0117549423196577,0.0116072648032229,-0.9998635370563572,,
0.1096929,-63.88054899551321,-227.09192406360492,-809.8879587729994,-0.0552814900126197,0.0181008108545645,-0.9983067251643613,-7.240105671615122,-226.59952333461703,-810.3593532574054,-0.0121167948240288,0.0087182085417341,-0.999888581854506,,
0.1180681,-63.89333908172708,-227.09349319786972,-809.8967073809278,-0.0531399875713522,0.0203979524429737,-0.9983787183514332,-7.251406377662974,-226.59518155250856,-810.3485884397421,-0.0139361026043876,0.0083538980715147,-0.9998679900022852,,
0.1263509,-63.16440123120984,-225.7312590563661,-810.5292022200964,-0.0564457077288103,0.0215668060654055,-0.9981727079795012,-7.5016140202213855,-226.1768372014319,-810.2597967443108,-0.0112314980705496,0.0097562837691785,-0.9998893280649146,,
0.1346903,-63.16417096062614,-225.73715060688295,-810.5285010851235,-0.0532804165293737,0.0240529003797925,-0.9982898653185736,-7.503610388889495,-226.17887569466416,-810.2545322953283,-0.0113191657161558,0.0129146438085929,-0.9998525333581884,,
