timestamp_sec,icX_left,icY_left,icZ_left,igX_left,igY_left,igZ_left,icX_right,icY_right,icZ_right,igX_right,igY_right,igZ_right,stimulus_order_from_viewers,reference_fixation_id
-0.0180212,-32.36225568982948,-111.54631536588894,-768.0772620646334,-0.0340880836624219,-0.0114478277266664,-0.9993532657636958,27.611949730253837,-122.6215607556008,-762.0452219984841,0.0146699017977262,-0.0250738451173055,-0.9995779590768687,,
-0.0097428,-32.366124083266016,-111.55091350251628,-768.086642089067,-0.0308924841125423,-0.0107023480605762,-0.9994654141946816,27.61441408081805,-122.61702811748845,-762.0389357383438,0.0142087353144615,-0.0253185283436051,-0.9995784531307572,,
-0.0013886,-32.36482902452228,-111.5373514512968,-768.0663492784028,-0.035637803270084,-0.0151386962981606,-0.9992501022529218,27.61331947010514,-122.62130489071708,-762.0442436557619,0.0141580005160748,-0.0284578275977839,-0.9994947238829236,,
0.0069921,-31.1165081954095,-119.6002514499803,-766.3651090817704,-0.0331623608284052,-0.0212827053633922,-0.9992233505461636,27.60633064901511,-122.61238609782131,-762.0403458621894,0.0155778461936418,-0.0278309287966317,-0.9994912556447324,,
0.0152824,-31.115684294157607,-119.59703765180156,-766.353907376715,-0.0317373647409726,-0.0228781633616127,-0.9992343715668,28.888211872892864,-125.76304425742816,-760.9746009731407,0.0160024572709854,-0.0307152885638171,-0.9994000662446104,,
0.0236098,-31.120995553520498,-119.5904862024646,-766.3496906250643,-0.0288823821278149,-0.0233093763028186,-0.9993110031311552,28.88780240117812,-125.76097178551368,-760.9719804378923,0.0170938879389768,-0.031058530117789,-0.9993713857731028,,
0.0320533,-31.117469500314957,-119.59020473687572,-766.352442218001,-0.0318054093937002,-0.0208736126164482,-0.9992760920934898,28.887833071248963,-125.76736674414018,-760.9917392338466,0.0150196355073526,-0.0313103103940463,-0.9993968556145524,,
0.0402306,-31.69549698675685,-120.12477028523452,-766.0892355729577,-0.0304881849964377,-0.0244412580129462,-0.9992362560888026,28.88698464158225,-125.76711546243236,-760.9939218981605,0.0175885087881079,-0.0320372990384564,-0.9993319047388264,,
0.0486632,-31.695169016799177,-120.1259568907584,-766.0974733851704,-0.0312363200121297,-0.0243478006889289,-0.9992154306823486,29.91419600950545,-131.56406557170638,-759.5783476791265,0.0187064185199617,-0.0394520940872495,-0.999046346361512,,
0.0570025,-31.696668389137372,-120.11518625184765,-766.0839275097426,-0.0316348338158699,-0.0243853633009435,-0.9992019772529092,29.913574166799936,-131.57410599097358,-759.5953404580299,0.0174796884118515,-0.037188795746357,-0.9991553702822998,,
