timestamp_sec,icX_left,icY_left,icZ_left,igX_left,igY_left,igZ_left,icX_right,icY_right,icZ_right,igX_right,igY_right,igZ_right,stimulus_order_from_viewers,reference_fixation_id
-0.0155879,-46.49018723611182,-274.1852654449434,-747.6998829807023,-0.0489018921555304,-0.0420303044241614,-0.9979188636625828,14.457182371562002,-275.0482839322868,-746.0776556301049,0.0171392958029117,-0.0470214133873885,-0.9987468303941855,,
-0.0073213,-45.72433772167133,-272.9895345158919,-748.5681061447946,-0.04874471140299,-0.0425666092929495,-0.9979038214595336,14.457464659130668,-275.0533930352934,-746.0792690017037,0.0165106184067698,-0.0466443663939284,-0.9987751010931012,,
0.0009919,-45.72844960269229,-273.0052967273929,-748.584871251853,-0.0453692500945827,-0.0419217831642411,-0.9980902740945758,15.3169573139925,-276.014398677891,-745.6589470774496,0.0209661364884496,-0.048041864468792,-0.9986252552279608,,
0.0092982,-45.72863517719843,-273.00085612085445,-748.5653966224278,-0.046198324955574,-0.0367963121756348,-0.9982543494428522,15.320908056729529,-276.00694368925986,-745.6453507590462,0.0210550780151144,-0.0487486342097621,-0.998589131901835,,
0.0176838,-45.72369849261921,-272.99604261958416,-748.5670264775642,-0.0457310410289341,-0.0411274754605771,-0.9981068092386952,15.318866761628891,-276.0041296150966,-745.6446609649889,0.0200309894323984,-0.0491337932725165,-0.9985913227246734,,
0.025974,-45.98880048259932,-272.82995757547496,-748.7110445463045,-0.0499795250125933,-0.0424662330228267,-0.9978470153948278,15.320206810745969,-276.004414619048,-745.6496101506655,0.020244892131569,-0.0488143447182391,-0.9986026757886796,,
0.0343545,-45.99048048370327,-272.8210570168582,-748.6839100200677,-0.0463810351315637,-0.0403176347877482,-0.99810985763354,15.693570948717053,-276.09400355168583,-745.6969281368351,0.0224419428943521,-0.0470186521147682,-0.9986418805319738,,
0.042787,-45.989598271875984,-272.8320210817201,-748.706573657662,-0.0492035606210962,-0.0393425961434597,-0.9980136120068194,15.692317319132124,-276.0907561506985,-745.6962524634645,0.0207286961004187,-0.0484694467761466,-0.9986095502683676,,
0.0509918,-45.9927748276687,-272.8292670066447,-748.6929892099806,-0.0476289691207786,-0.0383381525107286,-0.9981290835170348,15.692263180685476,-276.0911937364821,-745.700908723981,0.0202122577922599,-0.049403893025456,-0.9985743437465576,,
0.0593918,-46.01262104416006,-273.2665310393806,-748.4515630367717,-0.0489388830974404,-0.039490196481878,-0.9980207964281091,15.690583860103231,-276.0949929794578,-745.7038738455492,0.0213428984945904,-0.0487219083418879,-0.9985843260993909,,
