timestamp_sec,icX_left,icY_left,icZ_left,igX_left,igY_left,igZ_left,icX_right,icY_right,icZ_right,igX_right,igY_right,igZ_right,stimulus_order_from_viewers,reference_fixation_id
-0.0166431,-84.78735141491934,-229.315768079179,-900.6113740443255,-0.1260250318201785,-0.0028039673270967,-0.9920230990868868,-35.74419760890685,-230.5431579706251,-902.7505297332416,-0.0354443242267397,-0.0275439291428547,-0.9989920078997044,,
-0.0082661,-84.77786329281514,-229.14702333358653,-900.5291078229648,-0.1068871672366738,-0.0027907630857068,-0.9942672402938348,-35.755299317090774,-230.49633781925968,-902.782698463113,-0.0276448290830529,-0.0201017985288905,-0.999415669839568,,
-0.0001375,-84.7943943425575,-229.06775694802977,-900.557095175,-0.0986287788083827,-0.0074314259093985,-0.9950965470243174,-35.758518397729574,-230.4576130049669,-902.8033679702994,-0.0220066659343548,-0.0186330375148414,-0.9995841718271776,,
0.0084633,-84.92850939418807,-230.00892996206767,-899.7351577087376,-0.0890745357211748,-0.009765345715856,-0.9959770906547536,-35.76928874889051,-230.42793868445156,-902.8243908327004,-0.0227763338432776,-0.0192085580146236,-0.999556036405993,,
0.0167283,-84.93369258140942,-229.9735978036133,-899.7566581390869,-0.0908087640997091,-0.0122269586519918,-0.9957932867040256,-36.72444642120259,-231.97480252087027,-901.9392065782068,-0.0286533873033416,-0.020526567752388,-0.9993786286550016,,
0.0248552,-84.95020563865123,-229.9520906959834,-899.7781291782518,-0.089575544956446,-0.0092598153084833,-0.9959369847365888,-36.736176424633456,-231.96126620513053,-901.9570728559172,-0.027649877917417,-0.0195045930436853,-0.9994273635944496,,
0.0333178,-84.95508131258997,-229.92381388875856,-899.7529579338901,-0.083679275001012,-0.0097165432765733,-0.9964453661501262,-36.72866733391764,-231.9362419043969,-901.912520407552,-0.0330249667829844,-0.0208152840571794,-0.9992377472446692,,
0.0416876,-85.29394010563203,-227.45189106192424,-900.9440578120642,-0.0894019999682942,-0.0041236368334554,-0.9959870872762028,-36.73468504249168,-231.9312583083556,-901.9293538876548,-0.0287068790996704,-0.0198052694185656,-0.9993916481518216,,
0.049852,-85.30782201549741,-227.455189618381,-900.9824195614048,-0.0916627744024267,-0.0001306554036255,-0.9957900977204056,-32.29482075055332,-229.3533337577276,-903.7917736259274,-0.0268216946196145,-0.0170730036404457,-0.9994944268200926,,
0.0583107,-85.30962672763836,-227.44170634724347,-900.978505006928,-0.0893350332955502,-0.0013740051648884,-0.9960006847065366,-32.30034754505749,-229.3467216990825,-903.7847146530992,-0.0258683342962949,-0.0147880019820487,-0.999555973559317,,
